roman,target,freq,freq_lang,category,status,notes
vaticanCity,ទីក្រុងវ៉ាទីកង់,1,km,places,approved,
vattamean,វត្តមាន,1,km,unclassified,approved,
vatthotheat,វត្ថុធាតុ,6,km,unclassified,approved,
vauk,វើក,36,km,unclassified,approved,
vauk,វើកៗ,1,km,unclassified,approved,
vaum,វើមៗ,1,km,unclassified,approved,
vaut,វើត,1,km,unclassified,approved,
vayos,វយស្យ,1,km,unclassified,approved,
ve,វ៉េ,210,km,unclassified,approved,
vea,វា,11971,km,unclassified,approved,
veabei,វាបី,1,km,unclassified,approved,
veach,វាច,1,km,unclassified,approved,
veacha,វាចា,1,km,unclassified,approved,
veachaka,វាចក,1,km,unclassified,approved,
veachal,វាចាល,1,km,unclassified,approved,
veachasek,វាចសិក,1,km,unclassified,approved,
veachaselidth,វាចាសិលិដ្ឋ,1,km,unclassified,approved,
veachasik,វាចសិក,1,km,unclassified,approved,
veachek,វាចិក,1,km,unclassified,approved,
veachekbatr,វាចិកបត្រ,1,km,unclassified,approved,
veachekbotr,វាចិកបត្រ,1,km,unclassified,approved,
veachekharika,វាចិកហារិកា,1,km,unclassified,approved,
veachekharok,វាចិកហារក,1,km,unclassified,approved,
veaek,វែក,89,km,unclassified,approved,
veaekchamhieng,វែកចំហៀង,1,km,unclassified,approved,
veah,វះ,432,km,unclassified,approved,
veahanak,វាហនៈ,1,km,unclassified,approved,
veaheni,វាហិនី,1,km,unclassified,approved,
veahnasat,វាហនសត្វ,1,km,unclassified,approved,
veahnovises,វាហនវិសេស,1,km,unclassified,approved,
veahonak,វាហនៈ,1,km,unclassified,approved,
veajini,វាជិនី,1,km,unclassified,approved,
veak,វាក់,37,km,unclassified,approved,
veak,វៈ,1,km,unclassified,approved,
veakear,វាគារ,1,km,unclassified,approved,
veakmin,វាគ្មិន,4,km,unclassified,approved,
veakraman,វរ្ម័ន,30,km,unclassified,approved,
veakurea,វាគុរា,1,km,unclassified,approved,
veakurik,វាគុរិក,1,km,unclassified,approved,
veaky,វាក្យ,5,km,unclassified,approved,
veakya,វាក្យ,5,km,unclassified,approved,
veakyaa,វាក្យា,1,km,unclassified,approved,
veal,វាល,458,km,unclassified,approved,
veala,វាលៈ,1,km,unclassified,approved,
vealak,វាលៈ,1,km,unclassified,approved,
vealeak,វាលៈ,1,km,unclassified,approved,
vealika,វាលិកា,1,km,unclassified,approved,
vealkkeahei,វាឡគ្គាហី,1,km,unclassified,approved,
vealkkeaheni,វាឡគ្គាហិនី,1,km,unclassified,approved,
vealmikak,វាល្មីកៈ,1,km,unclassified,approved,
vealmike,វាលមីកិ,1,km,unclassified,approved,
vealmruek,វាឡម្រឹគ,1,km,unclassified,approved,
vealrenh,វាលរេញ,2,km,unclassified,approved,
vealsat,វាឡសត្វ,1,km,unclassified,approved,
vealukchaedey,វាលុកចេតិយ,1,km,unclassified,approved,
vealukchedey,វាលុកចេតិយ,1,km,unclassified,approved,
vealvichani,វាលវីជនី,1,km,unclassified,approved,
veamlur,វាមលូរ,1,km,unclassified,approved,
veana,វានៈ,1,km,unclassified,approved,
veanavear,វាណវារ,1,km,unclassified,approved,
veaneak,វានៈ,1,km,unclassified,approved,
veanei,វាណី,1,km,unclassified,approved,
veanej,វាណិជ,1,km,unclassified,approved,
veanejj,វាណិជ្ជ,1,km,unclassified,approved,
veanejjakar,វាណិជ្ជការ,1,km,unclassified,approved,
veanejjkamm,វាណិជ្ជកម្ម,1,km,unclassified,approved,
veanejjokar,វាណិជ្ជការ,1,km,unclassified,approved,
veang,វាង,1680,km,unclassified,approved,
veang,វាំង,61,km,unclassified,approved,
veangjea,វាំងជា,1,km,unclassified,approved,
veangnoam,វាំងនាំ,1,km,unclassified,approved,
veangnorn,វាំងនន,1,km,unclassified,approved,
veangvei,វាងវៃ,1,km,unclassified,approved,
veangvey,វាងវៃ,1,km,unclassified,approved,
veani,វាណី,1,km,unclassified,approved,
veanor,វានរ,1,km,unclassified,approved,
veanori,វានរី,1,km,unclassified,approved,
veanovear,វាណវារ,1,km,unclassified,approved,
veanren,វានរេន្ទ្រ,1,km,unclassified,approved,
veanrintor,វានរិន្ទ,1,km,unclassified,approved,
vear,វារ,52,km,unclassified,approved,
veara,វារៈ,17,km,unclassified,approved,
vearak,វារៈ,17,km,unclassified,approved,
vearanak,វារណៈ,1,km,unclassified,approved,
vearavaleaseni,វារវលាសិនី,1,km,unclassified,approved,
veareak,វារៈ,17,km,unclassified,approved,
veareanasei,វារាណសី,1,km,unclassified,approved,
veareanosei,វារាណសី,1,km,unclassified,approved,
vearenveak,វារេណវាក្យ,1,km,unclassified,approved,
veari,វារិ,1,km,unclassified,approved,
vearochaung,វារជើង,1,km,unclassified,approved,
vearocherng,វារជើង,1,km,unclassified,approved,
vearonak,វារណៈ,1,km,unclassified,approved,
vearunei,វារុណី,1,km,unclassified,approved,
vearuni,វារុណី,1,km,unclassified,approved,
veas,វាស,87,km,unclassified,approved,
veas,វះ,432,km,unclassified,approved,
veasakear,វាសាគារ,1,km,unclassified,approved,
veasava,វាសវៈ,1,km,unclassified,approved,
veasaveak,វាសវៈ,1,km,unclassified,approved,
veasaveang,វាសវាង,1,km,unclassified,approved,
veaset,វាសិត,1,km,unclassified,approved,
veasit,វាសិត,1,km,unclassified,approved,
veasna,វាសនា,54,km,unclassified,approved,
veasna,វាស្នា,1,km,unclassified,approved,
veasnadthan,វាសនដ្ឋាន,1,km,unclassified,approved,
veasokei,វាសុកី,1,km,unclassified,approved,
veasona,វាសនា,54,km,unclassified,approved,
veasor,វាសរ,1,km,unclassified,approved,
veasorea,វាសុរា,1,km,unclassified,approved,
veasotep,វាសុទេព,1,km,unclassified,approved,
veasoveak,វាសវៈ,1,km,unclassified,approved,
veasoveang,វាសវាង,1,km,unclassified,approved,
veasrosangkak,វាសរសង្គៈ,1,km,unclassified,approved,
veasrosangkeak,វាសរសង្គៈ,1,km,unclassified,approved,
veasrosangkeaphiveat,វាសរសង្គាភិវាទ,1,km,unclassified,approved,
veasrosongkeak,វាសរសង្គៈ,1,km,unclassified,approved,
veasrosongkeaphiveat,វាសរសង្គាភិវាទ,1,km,unclassified,approved,
veat,វាត,8,km,unclassified,approved,
veat,វាទ,1,km,unclassified,approved,
veataat,វាតអាទ្យ,1,km,unclassified,approved,
veataat,វាទអាទិ៍,1,km,unclassified,approved,
veataati,វាតអាទិ,1,km,unclassified,approved,
veatakak,វាទកៈ,1,km,unclassified,approved,
veati,វាទី,1,km,unclassified,approved,
veatika,វាទិកា,1,km,unclassified,approved,
veatini,វាទិនី,1,km,unclassified,approved,
veatnakamm,វាទនកម្ម,1,km,unclassified,approved,
veatnokomm,វាទនកម្ម,1,km,unclassified,approved,
veatokak,វាទកៈ,1,km,unclassified,approved,
veatol,វាតុល,1,km,unclassified,approved,
veatola,វាតុលា,1,km,unclassified,approved,
veatvoleahaka,វាតវលាហក,1,km,unclassified,approved,
veatvoleahoka,វាតវលាហក,1,km,unclassified,approved,
veatya,វាត្យា,1,km,unclassified,approved,
veatyaphoand,វាទ្យភណ្ឌ,1,km,unclassified,approved,
veatyaphond,វាទ្យភណ្ឌ,1,km,unclassified,approved,
veatyaphord,វាទ្យភណ្ឌ,1,km,unclassified,approved,
veav,វាវ,1,km,unclassified,approved,
veay,វាយ,2313,km,unclassified,approved,
veayau,វាយោ,1,km,unclassified,approved,
veaybok,វាយបក,46,km,unclassified,approved,
veaybork,វាយបក,46,km,unclassified,approved,
veayou,វាយោ,1,km,unclassified,approved,
veaytond,វាយទណ្ឌ,1,km,unclassified,approved,
veayu,វាយុ,1,km,unclassified,approved,
vebchette,វេបចិត្តិ,1,km,unclassified,approved,
vebetek,វេបេតិក,1,km,unclassified,approved,
vebeteka,វេបេតិកា,1,km,unclassified,approved,
vech,វេច,124,km,unclassified,approved,
vecha,វេចា,1,km,unclassified,approved,
vechak,វេជ្ជ,1362,km,unclassified,approved,
vechch,វេច្ច,1,km,unclassified,approved,
vechchbandet,វេជ្ជបណ្ឌិត,44,km,unclassified,approved,
vechchbanhchea,វេជ្ជបញ្ជា,21,km,unclassified,approved,
vechchbondet,វេជ្ជបណ្ឌិត,44,km,unclassified,approved,
vechchbonhchea,វេជ្ជបញ្ជា,21,km,unclassified,approved,
vechchekka,វិច្ឆិកា,1,km,unclassified,approved,
vechchosas,វេជ្ជសាស្ត្រ,1,km,unclassified,approved,
vecheak,វេជ្ជ,1362,km,unclassified,approved,
vechekka,វិច្ឆិកា,1,km,unclassified,approved,
vechika,វិច្ឆិកា,1,km,unclassified,approved,
vechka,វិច្ឆិកា,1,km,unclassified,approved,
vechsas,វេជ្ជសាស្ត្រ,1,km,unclassified,approved,
vechyoantor,វេជយ័ន្ត,1,km,unclassified,approved,
vedea,វេឌា,1,km,unclassified,approved,
veh,វេះ,3,km,unclassified,approved,
veha,វេហា,3,km,unclassified,approved,
vehvien,វេះវៀន,1,km,unclassified,approved,
vei,វៃ,497,km,unclassified,approved,
vei,វ័យ,1,km,unclassified,approved,
veikmeng,វ័យក្មេង,1,km,unclassified,approved,
vejmean,វិជ្ជមាន,605,km,unclassified,approved,
vek,វគ្គ,2117,km,unclassified,approved,
veki,វេគី,1,km,unclassified,approved,
vekini,វេគិនី,1,km,unclassified,approved,
vekopol,វេគពល,1,km,unclassified,approved,
vekosar,វេគសរ,1,km,unclassified,approved,
vekosor,វេគសរ,1,km,unclassified,approved,
velea,វេលា,2949,km,unclassified,approved,
velovoan,វេឡុវ័ន,1,km,unclassified,approved,
vemeanikbret,វេមានិកប្រេត,1,km,unclassified,approved,
vemeanikbretei,វេមានិកប្រេតី,1,km,unclassified,approved,
vemeatek,វេមាតិក,1,km,unclassified,approved,
vemeateka,វេមាតិកា,1,km,unclassified,approved,
vemoverm,វេមវើម,1,km,unclassified,approved,
ven,វេន,83,km,unclassified,approved,
veneyy,វេនេយ្យ,1,km,unclassified,approved,
venezuela,វ៉េណេស៊ុយអេឡា,1,km,places,approved,
veng,វែង,1150,km,unclassified,approved,
venh,វេញ,1,km,unclassified,approved,
venteyy,វេនតេយ្យ,1,km,unclassified,approved,
ver,វេរ,51,km,unclassified,approved,
verbbadever,វេរប្បដិវេរ,1,km,unclassified,approved,
verbbodever,វេរប្បដិវេរ,1,km,unclassified,approved,
verea,វេរា,1,km,unclassified,approved,
veri,វេរិ,1,km,unclassified,approved,
veri,វេរី,1,km,unclassified,approved,
verini,វេរិនី,1,km,unclassified,approved,
verk,ហ្វឹក,638,km,unclassified,approved,
verl,វិល,997,km,unclassified,approved,
vermphoveat,វេរម្ភវាត,1,km,unclassified,approved,
veromonei,វេរមណី,1,km,unclassified,approved,
veropheap,វេរភាព,1,km,unclassified,approved,
verovek,វេរវេគ,1,km,unclassified,approved,
vesali,វេសាលី,1,km,unclassified,approved,
vesavas,វ៉េសវ៉ស,1,km,unclassified,approved,
veseyea,វេសិយា,1,km,unclassified,approved,
vesmoan,វេស្ម័ន,1,km,unclassified,approved,
vesovos,វ៉េសវ៉ស,1,km,unclassified,approved,
vessak,វេស្សៈ,1,km,unclassified,approved,
vessanor,វេស្សានរ,1,km,unclassified,approved,
vessaphu,វេស្សភូ,1,km,unclassified,approved,
vessavoan,វេស្សវ័ណ,1,km,unclassified,approved,
vessntor,វេស្សន្តរ,1,km,unclassified,approved,
