roman,target,freq,freq_lang,category,status,notes
laev,ឡេវ,4,km,unclassified,approved,
laevav,ឡេវអាវ,1,km,unclassified,approved,
laevlai,ហ្លេវហ្លៃ,1,km,unclassified,approved,
laevlai,ឡេវឡៃ,1,km,unclassified,approved,
laevlay,ហ្លេវហ្លៃ,1,km,unclassified,approved,
laevlay,ឡេវឡៃ,1,km,unclassified,approved,
lah,ឡះ,6,km,unclassified,approved,
lai,ហ្លាយ,1,km,unclassified,approved,
lai,ឡាយ,483,km,unclassified,approved,
laiech,ល្អៀច,1,km,unclassified,approved,
laiechlaae,ល្អៀចល្អែ,1,km,unclassified,approved,
laieng,ល្អៀង,6,km,unclassified,approved,
lailong,ឡាយឡុង,1,km,unclassified,approved,
lailung,ឡាយឡុង,1,km,unclassified,approved,
lain,ល្អិន,6,km,unclassified,approved,
lait,ល្អិត,266,km,unclassified,approved,
lajau,ឡាចៅ,1,km,unclassified,approved,
lajav,ឡាចៅ,1,km,unclassified,approved,
lak,ហ្លាក,1,km,unclassified,approved,
lak,ហ្ល័ក,1,km,unclassified,approved,
lak,ឡាក,5,km,unclassified,approved,
lakhana,លក្ខណៈ,1,km,unclassified,approved,
lakk,ហ្លាក់,1,km,unclassified,approved,
lakk,ឡាក់,74,km,unclassified,approved,
lakkh,ល័ខ,1,km,unclassified,approved,
laklang,ហ្ល័កហ្ល័ង,1,km,unclassified,approved,
laklang,ឡាក់ឡាំង,1,km,unclassified,approved,
lam,ឡាំ,66,km,unclassified,approved,
lamba,ឡាំប៉ា,1,km,unclassified,approved,
lampa,ឡាំប៉ា,1,km,unclassified,approved,
lamsam,ឡាំសាំ,1,km,unclassified,approved,
lan,ឡាន,1107,km,unclassified,approved,
lang,ឡាំង,57,km,unclassified,approved,
lanh,ឡាញ់,67,km,unclassified,approved,
lann,ឡាន់,202,km,unclassified,approved,
lao,ឡោ,6,km,unclassified,approved,
laok,ល្អក់,34,km,unclassified,approved,
laok,ឡោក,2,km,unclassified,approved,
laom,ឡោម,44,km,unclassified,approved,
laon,ល្អន់,85,km,unclassified,approved,
laong,ល្អង,1,km,unclassified,approved,
