roman,target,freq,freq_lang,category,status,notes
heumeak,ហិមៈ,1,km,unclassified,approved,
heumovoat,ហិមវ័ត,1,km,unclassified,approved,
heumovort,ហិមវ័ត,1,km,unclassified,approved,
heumpean,ហិមពាន្ត,1,km,unclassified,approved,
heumpien,ហិមពាន្ត,1,km,unclassified,approved,
heumsrok,ហើមស្រក,1,km,unclassified,approved,
heumsrork,ហើមស្រក,1,km,unclassified,approved,
heumvoat,ហិមវ័ត,1,km,unclassified,approved,
heumvort,ហិមវ័ត,1,km,unclassified,approved,
heun,ហីន,1,km,unclassified,approved,
heung,ហ៊ឹង,1,km,unclassified,approved,
heungsa,ហិង្សា,232,km,unclassified,approved,
heunhon,ហិនហុន,1,km,unclassified,approved,
heunhun,ហិនហុន,1,km,unclassified,approved,
heunoyean,ហីនយាន,1,km,unclassified,approved,
heunoyien,ហីនយាន,1,km,unclassified,approved,
heur,ហើរ,420,km,unclassified,approved,
heut,ហិត,27,km,unclassified,approved,
heut,ហឺត,85,km,unclassified,approved,
heutrok,ហិតរោគ,1,km,unclassified,approved,
heutrouk,ហិតរោគ,1,km,unclassified,approved,
heuy,ហឺយ,1,km,unclassified,approved,
heuy,ហើយ,40249,km,unclassified,approved,
heuy,ហ៊ឺយ,1,km,unclassified,approved,
heuy,ហ៊ើយ,1,km,unclassified,approved,
hev,ហេវ,8,km,unclassified,approved,
heyak,ហេៈ,1,km,unclassified,approved,
heyak,ហ៊ែៈ,1,km,unclassified,approved,
heyrak,ហីរ,1,km,unclassified,approved,
hg,ហែក,90,km,unclassified,rejected,
hgabon,ហ្គាបុង,1,km,unclassified,approved,
hgana,ហ្គាណា,1,km,unclassified,approved,
Gambia,ហ្គាំប៊ី,1,km,unclassified,approved,
hgrenada,ហ្គ្រេណាដា,1,km,unclassified,approved,
hguatemala,ហ្គាតេម៉ាឡា,1,km,unclassified,approved,
hguinea,ហ្គីណេ,1,km,unclassified,approved,
hguinea-Bissau,ហ្គីណេ-ប៊ីសា,1,km,unclassified,approved,
hguyana,ហ្គីយ៉ាណា,1,km,unclassified,approved,
hi,ហ៊‌ី,1,km,unclassified,approved,
hie,ហៀ,2,km,unclassified,approved,
hiebneung,ហៀបនឹង,1,km,unclassified,approved,
hiebnirng,ហៀបនឹង,1,km,unclassified,approved,
hiebnueng,ហៀបនឹង,1,km,unclassified,approved,
hien,ហៀន,1,km,unclassified,approved,
hier,ហៀរ,102,km,unclassified,approved,
hiev,ហៀវ,1,km,unclassified,approved,
hievhaoh,ហៀវហោះ,1,km,unclassified,approved,
hievhoah,ហៀវហោះ,1,km,unclassified,approved,
hievhoh,ហៀវហោះ,1,km,unclassified,approved,
hin,ហីន,1,km,unclassified,approved,
hindu,ហិណ្ឌូ,14,km,unclassified,approved,
hing,ហ៊‌ីង,1,km,unclassified,approved,
hinghang,ហ៊‌ីងហ៊ាង,1,km,unclassified,approved,
hingheang,ហ៊‌ីងហ៊ាង,1,km,unclassified,approved,
hinghieng,ហ៊‌ីងហ៊ាង,1,km,unclassified,approved,
hinoyean,ហីនយាន,1,km,unclassified,approved,
hinoyien,ហីនយាន,1,km,unclassified,approved,
hirb,ហិប,4,km,unclassified,approved,
hirb,ហឹប,3,km,unclassified,approved,
hirb,ហឺប,1,km,unclassified,approved,
hirb,ហ៊‌ឹប,1,km,unclassified,approved,
hirbraney,ហិតប្រណី,1,km,unclassified,approved,
hirbronei,ហិតប្រណី,1,km,unclassified,approved,
hirbroney,ហិតប្រណី,1,km,unclassified,approved,
hirha,ហ៊ឺហា,1,km,unclassified,approved,
hirk,ហ៊ឹក,1,km,unclassified,approved,
hirkhakk,ហ៊ឹកហ៊ាក់,1,km,unclassified,approved,
hirl,ហិល,3,km,unclassified,approved,
hirl,ហឹរ,77,km,unclassified,approved,
hirm,ហិម,1,km,unclassified,approved,
hirm,ហ៊ឹមៗ,1,km,unclassified,approved,
hirmak,ហិមៈ,1,km,unclassified,approved,
hirmapean,ហិមពាន្ត,1,km,unclassified,approved,
hirmapien,ហិមពាន្ត,1,km,unclassified,approved,
hirmeak,ហិមៈ,1,km,unclassified,approved,
hirmovoat,ហិមវ័ត,1,km,unclassified,approved,
hirmovort,ហិមវ័ត,1,km,unclassified,approved,
hirmpean,ហិមពាន្ត,1,km,unclassified,approved,
hirmpien,ហិមពាន្ត,1,km,unclassified,approved,
hirmvoat,ហិមវ័ត,1,km,unclassified,approved,
hirmvort,ហិមវ័ត,1,km,unclassified,approved,
hirn,ហីន,1,km,unclassified,approved,
hirng,ហ៊ឹង,1,km,unclassified,approved,
hirngku,ហិង្គុ,1,km,unclassified,approved,
hirngkul,ហិង្គុល,1,km,unclassified,approved,
hirngsa,ហិង្សា,232,km,unclassified,approved,
hirnhon,ហិនហុន,1,km,unclassified,approved,
hirnhun,ហិនហុន,1,km,unclassified,approved,
hirnoyean,ហីនយាន,1,km,unclassified,approved,
hirnoyien,ហីនយាន,1,km,unclassified,approved,
hirt,ហិត,27,km,unclassified,approved,
hirt,ហឺត,85,km,unclassified,approved,
hirtbranei,ហិតប្រណី,1,km,unclassified,approved,
hirtrok,ហិតរោគ,1,km,unclassified,approved,
hirtrouk,ហិតរោគ,1,km,unclassified,approved,
hlaevhlai,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hlaevhlay,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hlaevlai,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hlaevlay,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hlai,ហ្លាយ,1,km,unclassified,approved,
hlak,ហ្លាក,1,km,unclassified,approved,
hlak,ហ្លាក់,1,km,unclassified,approved,
hlak,ហ្ល័ក,1,km,unclassified,approved,
hlakhlang,ហ្លាក់ហ្លាំង,1,km,unclassified,approved,
hlakhlang,ហ្ល័កហ្ល័ង,1,km,unclassified,approved,
hlakk,ហ្លាក់,1,km,unclassified,approved,
hlaklang,ហ្ល័កហ្ល័ង,1,km,unclassified,approved,
hlay,ហ្លាយ,1,km,unclassified,approved,
hlevhlai,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hlevhlay,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hlevlai,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hlevlay,ហ្លេវហ្លៃ,1,km,unclassified,approved,
hloung,ហ្លួង,19,km,unclassified,approved,
hloungpreahbang,ហ្លួងព្រះបាង,1,km,unclassified,approved,
hluong,ហ្លួង,19,km,unclassified,approved,
hluongpreahbang,ហ្លួងព្រះបាង,1,km,unclassified,approved,
hmae,ហ្មេ,1,km,unclassified,approved,
hmai,ហ្មាយ,1,km,unclassified,approved,
hmang,ហ្មង,129,km,unclassified,approved,
hmanout,ហ្មនួត,1,km,unclassified,approved,
hmanuot,ហ្មនួត,1,km,unclassified,approved,
hmat,ហ្មត់,58,km,unclassified,approved,
hmatchort,ហ្មត់ចត់,1,km,unclassified,approved,
hmatchot,ហ្មត់ចត់,1,km,unclassified,approved,
hmathmang,ហ្មត់ហ្មង,1,km,unclassified,approved,
hmay,ហ្មាយ,1,km,unclassified,approved,
hme,ហ្មេ,1,km,unclassified,approved,
hmeun,ហ្មឺន,12,km,unclassified,approved,
hmirn,ហ្មឺន,12,km,unclassified,approved,
hmob,ហ្មប,1,km,unclassified,approved,
hmobhmai,ហ្មបហ្មាយ,1,km,unclassified,approved,
hmobhmay,ហ្មបហ្មាយ,1,km,unclassified,approved,
hmong,ហ្មង,129,km,unclassified,approved,
hmonout,ហ្មនួត,1,km,unclassified,approved,
hmonuot,ហ្មនួត,1,km,unclassified,approved,
hmor,ហ្ម,13,km,unclassified,approved,
hmorb,ហ្មប,1,km,unclassified,approved,
hmorbhmai,ហ្មបហ្មាយ,1,km,unclassified,approved,
hmorbhmay,ហ្មបហ្មាយ,1,km,unclassified,approved,
hmorkveam,ហ្មគ្វាម,1,km,unclassified,approved,
hmorng,ហ្មង,129,km,unclassified,approved,
hmort,ហ្មត់,58,km,unclassified,approved,
hmortchort,ហ្មត់ចត់,1,km,unclassified,approved,
hmortchot,ហ្មត់ចត់,1,km,unclassified,approved,
